,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
5833,Chrompet,AdjLand,Yes,Commercial,NoAccess,RM,14,1232,30,2.0,1.0,4,16.58137434342054
5834,Chrompet,Family,Yes,Others,Gravel,RH,33,799,144,1.0,1.0,2,15.961317505698261
5835,Karapakkam,AbNormal,No,Others,Paved,C,25,1114,200,1.0,1.0,3,15.548108667618667
5836,Karapakkam,AbNormal,No,House,Paved,I,35,1444,135,2.0,2.0,4,15.753376006441993
5837,KK Nagar,AdjLand,Yes,House,Gravel,RL,10,2369,130,4.0,2.0,6,16.467196947093896
5838,Karapakkam,AbNormal,No,Commercial,Paved,RM,41,1642,191,2.0,2.0,4,16.412250653722083
5839,Chrompet,AbNormal,No,Commercial,Gravel,RL,8,771,163,1.0,1.0,2,16.227271439198827
5840,Velachery,AdjLand,Yes,House,Gravel,C,14,1595,7,2.0,1.0,4,16.122874613504347
5841,TNagar,AbNormal,Yes,Commercial,NoAccess,RM,37,1766,11,1.0,1.0,4,16.87695364962216
5842,Velachery,Partial,Yes,Others,Gravel,C,24,1692,85,2.0,1.0,4,16.11074550469334
5843,TNagar,AdjLand,Yes,Commercial,Paved,RL,36,1827,92,2.0,1.0,5,16.918233392929366
5844,Chrompet,Normal Sale,No,House,Paved,RH,12,1256,161,2.0,1.0,4,16.005201383278315
5845,Velachery,AdjLand,No,House,Gravel,RL,46,1892,186,3.0,2.0,5,16.20923660615716
5846,TNagar,Family,Yes,Commercial,Paved,RL,33,1541,111,1.0,1.0,4,16.773148156146412
5847,Adyar,Partial,No,Others,Paved,I,26,798,148,1.0,1.0,2,15.704224309264982
5848,Velachery,AbNormal,Yes,Others,Gravel,C,52,1845,110,3.0,2.0,5,16.179139008622073
5849,Anna Nagar,AbNormal,No,Others,Gravel,RL,32,1519,121,1.0,1.0,4,16.37779961072032
5850,Adyar,AdjLand,Yes,House,Gravel,RM,9,950,16,1.0,1.0,3,16.259271636581186
5851,Karapakkam,Normal Sale,No,House,Paved,RL,5,910,190,1.0,1.0,3,15.771552209578983
5852,Karapakkam,AdjLand,No,Others,NoAccess,RM,22,828,7,1.0,1.0,2,15.825051360813145
5853,Anna Nagar,AbNormal,No,House,Gravel,RM,33,1551,32,1.0,1.0,4,16.34580428640181
5854,Chrompet,AbNormal,Yes,Others,Paved,RM,17,831,15,1.0,1.0,3,16.13496948371591
5855,Chrompet,Partial,No,Commercial,Paved,RH,10,1196,13,1.0,1.0,3,16.39738222967099
5856,Karapakkam,Normal Sale,No,House,Gravel,I,41,1589,140,2.0,2.0,4,15.844232719483648
5857,Anna Nagar,AdjLand,Yes,House,Gravel,RL,28,1874,142,2.0,1.0,5,16.533394911554044
5858,TNagar,Normal Sale,Yes,Commercial,NoAccess,RL,33,1867,127,2.0,1.0,5,16.88868167515526
5859,TNagar,Partial,Yes,Commercial,NoAccess,RH,15,1909,185,2.0,1.0,5,16.89055827479915
5860,Adyar,AbNormal,No,Others,NoAccess,A,19,672,18,1.0,1.0,2,15.34808492050982
5861,Anna Nagar,Family,No,Commercial,Gravel,RL,24,1997,36,2.0,1.0,5,16.94935406439576
5862,Anna Nagar,AbNormal,No,Others,Gravel,RL,23,1700,131,1.0,1.0,4,16.451472817072222
5863,KK Nagar,AbNormal,Yes,Commercial,Paved,RH,21,1934,73,3.0,2.0,5,16.656931072051712
5864,Anna Nagar,Partial,No,Commercial,Gravel,RH,5,1716,157,1.0,1.0,4,16.805174355507972
5865,Chrompet,AdjLand,No,Commercial,NoAccess,RH,32,736,134,1.0,1.0,2,16.03342495062831
5866,Velachery,Normal Sale,No,Others,Paved,I,39,1505,83,2.0,1.0,4,15.968446490738325
5867,Adyar,Normal Sale,Yes,Others,Paved,C,5,689,98,1.0,1.0,2,15.798689378816595
5868,Chrompet,AbNormal,No,Others,NoAccess,RL,39,862,150,1.0,1.0,3,15.825133932337089
5869,Karapakkam,AdjLand,Yes,Others,NoAccess,RH,28,1320,133,1.0,1.0,3,15.917938623546144
5870,KK Nagar,AbNormal,No,Others,Gravel,RH,16,2300,113,4.0,2.0,6,16.389941667358414
5871,Velachery,Normal Sale,No,Others,Gravel,C,35,1697,107,2.0,1.0,4,16.016006445392886
5872,KK Nagar,Partial,No,House,Gravel,RL,11,2178,57,3.0,2.0,5,16.259429314054845
5873,Chrompet,AdjLand,No,House,Gravel,RL,5,1229,146,2.0,1.0,4,16.176590948548608
5874,TNagar,Normal Sale,No,Commercial,Paved,RH,44,1549,169,1.0,1.0,4,16.67030913791069
5875,Velachery,Normal Sale,No,House,Paved,A,7,1911,28,3.0,2.0,5,15.937699639112221
5876,Anna Nagar,Partial,No,Others,Paved,RM,39,1654,65,1.0,1.0,4,16.383774569730704
5877,Chrompet,Family,No,House,Paved,RM,24,1224,27,2.0,1.0,4,16.116369361778194
5878,Karapakkam,Family,No,Commercial,NoAccess,A,25,927,35,1.0,1.0,3,15.591209748565815
5879,Chrompet,AdjLand,No,Commercial,Gravel,RM,14,1166,36,1.0,1.0,3,16.552683997208092
5880,Adyar,AdjLand,Yes,House,Paved,RL,13,900,28,1.0,1.0,3,16.14375511307219
5881,TNagar,Normal Sale,No,Others,Paved,RH,5,1924,158,2.0,1.0,5,16.48898836173451
5882,Velachery,AbNormal,No,Commercial,Paved,C,16,1527,122,2.0,1.0,4,16.33039663349346
5883,Velachery,AbNormal,No,House,Paved,C,16,1773,87,2.0,1.0,4,15.924551435044757
5884,KK Nagar,AbNormal,Yes,Commercial,Gravel,RH,18,2187,175,3.0,2.0,5,16.74462299928797
5885,Velachery,AbNormal,Yes,Commercial,Paved,RH,48,1574,30,2.0,1.0,4,16.47679348746953
5886,KK Nagar,Family,Yes,Commercial,Paved,RL,13,2235,74,4.0,2.0,6,16.77550808332277
5887,Chrompet,Family,Yes,Commercial,Gravel,RL,17,776,97,1.0,1.0,2,16.30858748991185
5888,Adyar,Normal Sale,Yes,Commercial,Paved,RL,25,1030,104,1.0,1.0,3,16.481395501661346
5889,Chrompet,AbNormal,Yes,Others,NoAccess,RM,5,791,178,1.0,1.0,2,16.02828625406846
5890,Anna Nagar,AdjLand,No,Commercial,Paved,RL,35,1600,170,1.0,1.0,4,16.751218691876318
5891,Chrompet,Family,No,House,Paved,RH,19,1270,134,2.0,1.0,4,15.993669649582024
5892,Chrompet,AbNormal,No,Others,Paved,RH,15,1150,195,1.0,1.0,3,16.040763641021773
5893,KK Nagar,Normal Sale,Yes,Commercial,Paved,RM,28,2369,173,4.0,2.0,6,16.854076960337867
5894,Anna Nagar,Family,Yes,Commercial,NoAccess,RL,23,1814,110,2.0,1.0,5,16.877062874905313
5895,TNagar,AdjLand,No,Commercial,Gravel,RM,15,1925,49,2.0,1.0,5,16.97397921987015
5896,Karapakkam,AdjLand,Yes,House,NoAccess,A,5,1217,17,1.0,1.0,3,15.61226154879495
5897,Anna Nagar,AbNormal,No,House,Paved,RH,21,1668,40,1.0,1.0,4,16.248437537511826
5898,Velachery,Partial,Yes,Others,Gravel,RH,51,1668,15,2.0,1.0,4,16.187753794436112
5899,Karapakkam,AbNormal,Yes,Commercial,Paved,I,40,1435,81,2.0,2.0,4,16.24695278624319
5900,Adyar,AdjLand,No,Others,Paved,RH,36,762,16,1.0,1.0,2,15.846155947956753
5901,Velachery,Normal Sale,No,Others,Paved,I,26,1816,29,3.0,2.0,5,16.10755721620595
5902,Chrompet,AdjLand,No,House,Gravel,RM,37,1255,129,2.0,1.0,4,16.17744162035294
5903,KK Nagar,AdjLand,Yes,Others,Gravel,RL,28,2011,193,3.0,2.0,5,16.41504036736578
5904,Velachery,Partial,Yes,Commercial,NoAccess,C,26,1874,154,3.0,2.0,5,16.5093896211263
5905,Velachery,Normal Sale,No,Commercial,Paved,A,18,1743,86,2.0,1.0,4,16.392735188116777
5906,Anna Nagar,AdjLand,Yes,Commercial,NoAccess,RM,22,1545,45,1.0,1.0,4,16.803651540441436
5907,Chrompet,Family,Yes,Commercial,Paved,RM,8,782,195,1.0,1.0,2,16.332264812633774
5908,Karapakkam,AbNormal,Yes,Others,Paved,A,5,1349,59,2.0,2.0,4,15.822522794663003
5909,KK Nagar,Normal Sale,No,House,Paved,RL,20,2443,118,4.0,2.0,6,16.334449725851478
5910,KK Nagar,Normal Sale,Yes,House,Paved,RH,16,1696,35,2.0,1.0,4,16.1450403598214
5911,Velachery,AdjLand,No,Commercial,Gravel,C,50,1727,5,2.0,1.0,4,16.454486384258228
5912,Chrompet,AdjLand,Yes,House,Gravel,RM,33,813,103,1.0,1.0,3,16.10346869672906
5913,Anna Nagar,AbNormal,Yes,Commercial,NoAccess,RL,6,1998,20,2.0,1.0,5,16.971502854105815
5914,KK Nagar,Normal Sale,Yes,Others,Paved,RM,16,1961,197,3.0,2.0,5,16.39455192424294
5915,KK Nagar,Normal Sale,No,Others,Paved,RM,29,2298,106,4.0,2.0,6,16.410887645492032
5916,Karapakkam,AdjLand,No,Commercial,Gravel,RM,11,1544,52,2.0,2.0,4,16.49326710488738
5917,Anna Nagar,Partial,No,Commercial,NoAccess,RM,19,1930,158,2.0,1.0,5,16.880778548971016
5918,Adyar,AbNormal,Yes,House,Gravel,RH,10,642,72,1.0,1.0,2,15.950164217901218
5919,Chrompet,Family,No,Commercial,NoAccess,RH,19,1066,120,1.0,1.0,3,16.264378028149526
5920,Anna Nagar,AdjLand,Yes,Others,Gravel,RM,40,1673,120,1.0,1.0,4,16.549483573997158
5921,Anna Nagar,Family,Yes,House,NoAccess,RM,34,1829,24,2.0,1.0,5,16.440892084335232
5922,Karapakkam,AbNormal,No,Commercial,Gravel,RH,30,616,84,1.0,1.0,2,15.777258622477245
5923,Adyar,AdjLand,No,Others,Gravel,I,37,713,60,1.0,1.0,2,15.826395650768099
5924,Chrompet,AbNormal,No,Others,Gravel,RL,25,838,31,1.0,1.0,3,15.980562547874463
5925,Velachery,Partial,Yes,Commercial,NoAccess,I,9,1804,64,3.0,2.0,5,16.531496851481617
5926,Anna Nagar,Normal Sale,Yes,Others,NoAccess,RL,29,1840,48,2.0,1.0,5,16.475754920289823
5927,Adyar,AdjLand,Yes,Others,NoAccess,I,17,876,99,1.0,1.0,3,15.9311449160335
5928,Karapakkam,Family,No,Others,Paved,RH,35,1213,167,1.0,1.0,3,15.759500435907167
5929,Velachery,Family,No,House,NoAccess,A,45,1541,42,2.0,1.0,4,15.578668543242037
5930,Karapakkam,AdjLand,No,House,Paved,RL,41,1401,132,2.0,2.0,4,15.95099778351852
5931,Velachery,Partial,No,Others,Paved,I,18,1637,100,2.0,1.0,4,16.021466241352893
5932,Chrompet,Normal Sale,Yes,House,Gravel,RM,4,1299,104,2.0,1.0,4,16.32665399334726
5933,Karapakkam,Family,No,Commercial,Paved,RL,43,1160,52,1.0,1.0,3,16.121103921571542
5934,Chrompet,Partial,Yes,House,Paved,RM,12,770,181,1.0,1.0,2,16.004478251977535
5935,Karapakkam,Normal Sale,Yes,House,Paved,RM,22,1496,60,2.0,2.0,4,16.149413390798635
5936,Chrompet,Partial,Yes,Others,Paved,RH,14,911,125,1.0,1.0,3,15.986757736614702
5937,TNagar,Partial,Yes,House,Paved,RH,32,1763,93,1.0,1.0,4,16.353795402224414
5938,Chrompet,AbNormal,Yes,Others,Gravel,RH,19,858,96,1.0,1.0,3,16.036604645006967
5939,Velachery,AbNormal,No,Commercial,Gravel,I,29,1943,36,3.0,2.0,5,16.577562146590818
5940,Velachery,AdjLand,No,Others,NoAccess,I,52,1920,192,3.0,2.0,5,16.042377105604515
5941,Karapakkam,Normal Sale,Yes,House,NoAccess,RH,18,672,34,1.0,1.0,2,15.59789959483219
5942,Chrompet,Normal Sale,Yes,Others,Gravel,RL,7,912,90,1.0,1.0,3,16.149724832756085
5943,Karapakkam,Partial,Yes,Commercial,NoAccess,C,45,584,59,1.0,1.0,2,15.490677969540005
5944,KK Nagar,Partial,Yes,Commercial,Gravel,RL,6,2222,20,4.0,2.0,6,16.793277924579158
5945,Anna Nagar,Normal Sale,Yes,Commercial,NoAccess,RL,29,1939,130,2.0,1.0,5,16.922025421129906
5946,Karapakkam,Partial,No,Others,Gravel,C,7,1420,76,2.0,2.0,4,15.817503264555855
5947,Anna Nagar,Family,Yes,House,Paved,RL,36,1993,15,2.0,1.0,5,16.468718930457985
5948,TNagar,Family,Yes,House,NoAccess,RM,28,1818,146,2.0,1.0,5,16.443895785597956
5949,Karapakkam,Partial,Yes,Commercial,Paved,A,50,1459,126,2.0,2.0,4,16.122819774693365
5950,Velachery,Normal Sale,Yes,House,Paved,A,20,1889,78,3.0,2.0,5,16.056901398182973
5951,Chrompet,AbNormal,Yes,House,NoAccess,RM,18,1155,99,1.0,1.0,3,16.14032699320387
5952,Anna Nagar,AdjLand,Yes,Commercial,Gravel,RH,25,1707,145,1.0,1.0,4,16.870229406586006
5953,Adyar,Normal Sale,No,House,Gravel,A,16,896,135,1.0,1.0,3,15.688283955386185
5954,Velachery,Family,No,House,NoAccess,RM,14,1972,194,3.0,2.0,5,16.189983567754638
5955,Velachery,Family,Yes,House,NoAccess,RH,41,1506,172,2.0,1.0,4,15.970596301906161
5956,Chrompet,AbNormal,Yes,House,Gravel,RL,38,868,179,1.0,1.0,3,15.99991013431733
5957,Anna Nagar,AdjLand,Yes,Commercial,NoAccess,RH,18,1661,143,1.0,1.0,4,16.794884612431545
5958,Chrompet,AdjLand,Yes,Commercial,Paved,RH,15,962,20,1.0,1.0,3,16.372023971156374
5959,KK Nagar,Partial,Yes,Others,Gravel,RM,22,1609,49,2.0,1.0,4,16.292966604142684
5960,Chrompet,Family,Yes,House,Gravel,RH,5,1250,124,2.0,1.0,4,16.18547257750925
5961,Anna Nagar,AbNormal,Yes,Others,Gravel,RH,45,1796,183,1.0,1.0,4,16.495634149406957
5962,Karapakkam,Family,No,Others,Paved,RH,27,909,125,1.0,1.0,3,15.635521178714715
5963,Velachery,AdjLand,No,Others,Gravel,RM,44,1930,140,3.0,2.0,5,16.337878360967004
5964,Anna Nagar,AbNormal,No,Commercial,Gravel,RH,23,2000,124,2.0,1.0,5,16.909372034141388
5965,Adyar,Family,Yes,Others,NoAccess,A,28,949,6,1.0,1.0,3,15.754459534178892
5966,Anna Nagar,AbNormal,No,Commercial,Gravel,RH,40,1639,153,1.0,1.0,4,16.737045870789792
5967,Chrompet,Normal Sale,Yes,House,NoAccess,RL,39,923,7,1.0,1.0,3,15.898361780071387
5968,Karapakkam,Normal Sale,No,Commercial,Paved,I,18,502,59,1.0,1.0,2,15.547735498508423
5969,Velachery,Normal Sale,Yes,House,Gravel,RL,16,1511,74,2.0,1.0,4,16.206067882845662
5970,Adyar,AbNormal,Yes,Commercial,Paved,RL,12,873,11,1.0,1.0,3,16.39629684659614
5971,KK Nagar,Normal Sale,No,House,Gravel,RL,24,2155,151,3.0,2.0,5,16.283676951607347
5972,Adyar,AdjLand,Yes,House,Paved,I,16,647,28,1.0,1.0,2,15.82750388277801
5973,Chrompet,AbNormal,Yes,Others,NoAccess,RM,21,934,75,1.0,1.0,3,16.08443027828673
5974,KK Nagar,AdjLand,Yes,House,Paved,RM,26,2251,156,4.0,2.0,6,16.440022906037903
5975,Karapakkam,AdjLand,Yes,House,NoAccess,C,20,670,19,1.0,1.0,2,15.374115911960976
5976,Karapakkam,Family,No,Commercial,NoAccess,A,36,1343,117,2.0,2.0,4,15.900895030396615
5977,Chrompet,Normal Sale,Yes,Commercial,NoAccess,RL,18,1021,14,1.0,1.0,3,16.37917085417401
5978,Karapakkam,Partial,No,Commercial,NoAccess,C,48,882,173,1.0,1.0,2,15.580101619014421
5979,Velachery,AdjLand,No,House,NoAccess,RH,20,1573,121,2.0,1.0,4,15.952510495980393
5980,Anna Nagar,Normal Sale,No,Commercial,NoAccess,RH,20,1979,83,2.0,1.0,5,16.864438278166602
5981,TNagar,Normal Sale,No,Commercial,NoAccess,RM,31,1926,100,2.0,1.0,5,16.90054422192449
5982,Karapakkam,Partial,No,House,NoAccess,RL,50,1347,94,2.0,2.0,4,15.728832873319229
5983,TNagar,Family,Yes,Commercial,Paved,RH,29,1760,173,1.0,1.0,4,16.82156913129022
5984,KK Nagar,AdjLand,Yes,Commercial,Paved,RH,24,1776,95,2.0,1.0,4,16.588290824358303
5985,Chrompet,Family,Yes,House,Paved,RM,12,1037,127,1.0,1.0,3,16.161593454306885
5986,Karapakkam,Family,Yes,Others,Paved,C,6,1365,108,2.0,2.0,4,15.919815185507966
5987,Karapakkam,Normal Sale,No,Commercial,NoAccess,RM,14,1179,81,1.0,1.0,3,16.187136707950998
5988,Anna Nagar,Partial,Yes,Others,Paved,RH,9,1514,181,1.0,1.0,4,16.354037829311743
5989,Chrompet,Partial,Yes,Commercial,NoAccess,RM,11,1103,26,1.0,1.0,3,16.45966757631996
5990,Chrompet,Family,No,Others,Gravel,RM,36,878,165,1.0,1.0,3,16.04755290045772
5991,Anna Nagar,Normal Sale,No,Commercial,Paved,RL,34,1571,138,1.0,1.0,4,16.715528750156686
5992,Velachery,Family,No,Others,Paved,I,53,1502,185,2.0,1.0,4,15.87203333473029
5993,Velachery,Normal Sale,No,Others,NoAccess,A,7,1737,107,2.0,1.0,4,15.911602336905302
5994,Karapakkam,AbNormal,Yes,Others,Gravel,RM,10,1252,47,1.0,1.0,3,16.167671791881368
5995,Karapakkam,AdjLand,Yes,House,Paved,A,28,1584,85,2.0,2.0,4,15.825071334095863
5996,Anna Nagar,Family,No,Others,Paved,RM,42,1658,17,1.0,1.0,4,16.384227194924268
5997,Anna Nagar,Family,Yes,Commercial,Gravel,RM,29,1833,78,2.0,1.0,5,16.954855654075363
5998,Chrompet,Family,Yes,House,Gravel,RM,33,1057,173,1.0,1.0,3,16.176799841691565
5999,Karapakkam,Normal Sale,No,Others,NoAccess,RM,19,871,187,1.0,1.0,2,15.746138817202446
6000,Chrompet,AdjLand,No,Others,NoAccess,RL,19,844,22,1.0,1.0,3,15.894846094025713
6001,Anna Nagar,AdjLand,No,Commercial,Gravel,RM,33,1741,160,1.0,1.0,4,16.889595404025375
6002,KK Nagar,Normal Sale,Yes,Others,Gravel,RL,22,2497,197,4.0,2.0,6,16.531191834868878
6003,Karapakkam,AbNormal,No,House,NoAccess,RL,11,1265,55,1.0,1.0,3,15.799835738555725
6004,Anna Nagar,AdjLand,Yes,Others,Gravel,RM,22,1769,28,1.0,1.0,4,16.601463270460624
6005,TNagar,Normal Sale,Yes,Others,NoAccess,RH,28,1902,21,2.0,1.0,5,16.477980029148743
6006,KK Nagar,AbNormal,No,Commercial,Gravel,RM,22,1895,63,3.0,2.0,5,16.65618622479646
6007,KK Nagar,Partial,Yes,Commercial,Gravel,RH,17,1531,188,2.0,1.0,4,16.501928118316656
6008,Velachery,AdjLand,No,Others,Gravel,I,53,1838,68,3.0,2.0,5,16.127589441969466
6009,Adyar,AbNormal,No,House,Gravel,RL,13,1288,64,2.0,2.0,4,16.22242602620366
6010,Anna Nagar,Partial,No,Others,Paved,RM,42,1738,19,1.0,1.0,4,16.439188369611404
6011,Karapakkam,Normal Sale,Yes,Commercial,NoAccess,A,43,1010,197,1.0,1.0,3,15.78599108217411
6012,Adyar,AbNormal,No,Commercial,Paved,A,7,909,0,1.0,1.0,3,16.142186814421738
6013,Velachery,AdjLand,Yes,Commercial,NoAccess,RH,35,1635,35,2.0,1.0,4,16.48877122704603
6014,Karapakkam,AdjLand,No,Others,Gravel,I,48,744,59,1.0,1.0,2,15.534043205173315
6015,Karapakkam,AdjLand,No,House,Paved,C,18,945,22,1.0,1.0,3,15.46186846199732
6016,Chrompet,AbNormal,Yes,House,Gravel,RM,31,1063,109,1.0,1.0,3,16.15586367485393
6017,Anna Nagar,Normal Sale,No,Commercial,NoAccess,RL,43,1823,22,2.0,1.0,5,16.8103481814382
6018,KK Nagar,AbNormal,No,Others,Gravel,RL,14,1358,128,2.0,1.0,4,16.104486870130522
6019,Velachery,AdjLand,No,House,Gravel,A,29,1870,164,3.0,2.0,5,16.007539215413523
6020,Chrompet,AbNormal,No,Others,Paved,RH,33,1207,56,2.0,1.0,4,16.0440736904901
6021,Anna Nagar,Family,No,Others,NoAccess,RH,5,1892,123,2.0,1.0,5,16.441290199350263
6022,Velachery,AbNormal,No,Others,Gravel,RH,31,1857,109,3.0,2.0,5,16.231453710833886
6023,Adyar,AbNormal,Yes,Others,NoAccess,RM,27,1296,39,2.0,2.0,4,16.322589166487482
6024,Chrompet,AbNormal,Yes,House,Paved,RH,27,1012,63,1.0,1.0,3,15.976738056206754
6025,Chrompet,AdjLand,No,House,Gravel,RH,23,733,156,1.0,1.0,2,15.845321107077536
6026,Karapakkam,Partial,Yes,Commercial,Paved,RM,35,1224,129,1.0,1.0,3,16.319880316634286
6027,Velachery,Normal Sale,No,Others,Paved,C,53,1587,85,2.0,1.0,4,15.857819644561397
6028,Chrompet,Normal Sale,No,Others,Paved,RM,18,858,86,1.0,1.0,3,16.013375818907804
6029,Chrompet,AbNormal,Yes,Commercial,Paved,RM,39,830,176,1.0,1.0,3,16.332157528427597
6030,Velachery,Partial,No,House,NoAccess,RH,44,1665,91,2.0,1.0,4,15.88049903041262
6031,Adyar,AdjLand,Yes,Commercial,Gravel,C,26,1003,49,1.0,1.0,3,16.379405436581436
6032,Chrompet,Normal Sale,Yes,Others,Paved,RM,28,867,108,1.0,1.0,3,16.104238887924765
6033,Chrompet,Family,Yes,Others,Gravel,RL,4,1081,69,1.0,1.0,3,16.248118759243727
6034,Velachery,AbNormal,Yes,Commercial,NoAccess,RH,49,1976,147,3.0,2.0,5,16.593081100305692
6035,Chrompet,AdjLand,No,House,Gravel,RH,37,1118,77,1.0,1.0,3,16.01478935727438
6036,Karapakkam,Normal Sale,No,Others,Gravel,RL,34,1283,46,1.0,1.0,3,15.985443985546029
6037,Chrompet,Normal Sale,Yes,Commercial,Paved,RH,23,889,119,1.0,1.0,3,16.304965349258683
6038,KK Nagar,Normal Sale,Yes,Others,Paved,RL,25,2236,99,4.0,2.0,6,16.41808801488905
6039,KK Nagar,Partial,No,Commercial,Gravel,RH,17,2113,158,3.0,2.0,5,16.647781340301666
6040,TNagar,AdjLand,No,Commercial,Gravel,RL,33,1843,168,2.0,1.0,5,16.89495142699139
6041,KK Nagar,AbNormal,Yes,Others,Paved,RL,10,1795,47,3.0,2.0,5,16.31520269506017
6042,Adyar,Family,No,House,Paved,RH,33,1070,70,1.0,1.0,3,15.915573631742285
6043,TNagar,Family,No,Commercial,NoAccess,RL,31,1545,58,1.0,1.0,4,16.682259935922296
6044,Velachery,Normal Sale,Yes,Commercial,NoAccess,RL,22,1700,113,2.0,1.0,4,16.53973124255169
6045,TNagar,AbNormal,No,Others,Gravel,RL,10,1511,4,1.0,1.0,4,16.39754081805472
6046,Chrompet,Partial,No,Others,NoAccess,RL,14,1104,67,1.0,1.0,3,15.971675728340877
6047,Adyar,AdjLand,No,House,NoAccess,RM,5,771,32,1.0,1.0,2,15.984727445018127
6048,KK Nagar,Normal Sale,Yes,Others,Paved,RL,8,1605,97,2.0,1.0,4,16.271734942906225
6049,Anna Nagar,Family,Yes,Others,NoAccess,RH,11,1558,55,1.0,1.0,4,16.346014024643043
6050,KK Nagar,Normal Sale,No,House,Paved,RL,7,1550,15,2.0,1.0,4,16.061261243446182
6051,Chrompet,Normal Sale,Yes,Commercial,NoAccess,RL,17,853,50,1.0,1.0,3,16.275709042957633
6052,Adyar,AbNormal,Yes,House,Gravel,A,39,948,61,1.0,1.0,3,15.834960956824979
6053,Karapakkam,Normal Sale,Yes,House,Gravel,A,41,942,159,1.0,1.0,3,15.533102181451348
6054,Chrompet,Normal Sale,No,House,Paved,RL,28,1102,136,1.0,1.0,3,15.989456386622209
6055,Chrompet,Family,Yes,House,Paved,RH,13,823,197,1.0,1.0,3,15.90201075362674
6056,TNagar,Normal Sale,Yes,Others,Paved,RM,18,1792,44,1.0,1.0,4,16.568112047119275
6057,Chrompet,Normal Sale,Yes,Others,Paved,RL,31,871,1,1.0,1.0,3,16.030592625856833
6058,Velachery,AdjLand,Yes,House,NoAccess,A,23,1644,75,2.0,1.0,4,15.928754554743222
6059,Chrompet,Family,Yes,House,Paved,RH,10,1081,18,1.0,1.0,3,16.034911413844515
6060,KK Nagar,AbNormal,No,House,Gravel,RM,18,1759,96,2.0,1.0,4,16.203484320403252
6061,Anna Nagar,Family,Yes,Others,Gravel,RM,28,1611,32,1.0,1.0,4,16.52328565456204
6062,Chrompet,AbNormal,Yes,Others,Gravel,RH,27,1138,50,1.0,1.0,3,16.16150325989478
6063,Anna Nagar,Partial,Yes,Commercial,NoAccess,RH,18,1886,52,2.0,1.0,5,16.845068053614252
6064,KK Nagar,Family,No,House,Gravel,RH,25,2207,39,3.0,2.0,5,16.201925271525173
6065,KK Nagar,Family,No,Commercial,Paved,RH,24,1678,183,2.0,1.0,4,16.470088742108455
6066,Chrompet,AdjLand,Yes,Commercial,Gravel,RM,17,886,6,1.0,1.0,3,16.44951062113777
6067,Anna Nagar,AbNormal,No,Commercial,Paved,RH,23,1691,108,1.0,1.0,4,16.761035053008268
6068,Adyar,Normal Sale,No,Others,Gravel,RM,24,1278,28,2.0,2.0,4,16.32538896836908
6069,TNagar,Partial,Yes,Commercial,NoAccess,RM,11,1835,86,2.0,1.0,5,16.915949903728418
6070,Anna Nagar,AdjLand,No,House,Gravel,RH,44,1827,134,2.0,1.0,5,16.35679911648645
6071,Karapakkam,Partial,Yes,Commercial,Paved,A,42,922,182,1.0,1.0,3,15.769030252280022
6072,Chrompet,AdjLand,No,Commercial,NoAccess,RM,31,1207,115,2.0,1.0,4,16.464690834368223
6073,Chrompet,Family,Yes,House,NoAccess,RM,33,870,171,1.0,1.0,3,15.950301419726975
6074,Velachery,Family,No,Others,NoAccess,A,19,1651,127,2.0,1.0,4,15.814192186923842
6075,Adyar,Family,No,Commercial,Paved,A,28,846,77,1.0,1.0,3,15.992704748735807
6076,Chrompet,AbNormal,No,Commercial,Paved,RM,38,1085,92,1.0,1.0,3,16.391167004800266
6077,Chrompet,AdjLand,Yes,Commercial,Paved,RL,13,1166,28,1.0,1.0,3,16.553221562578216
6078,Adyar,Family,No,House,Paved,RH,18,601,176,1.0,1.0,2,15.665036293289694
6079,Karapakkam,AbNormal,No,House,Paved,I,47,711,144,1.0,1.0,2,15.29860625928328
6080,Chrompet,AbNormal,Yes,Others,NoAccess,RH,9,1005,120,1.0,1.0,3,15.999094073180952
6081,Velachery,AbNormal,No,House,Gravel,I,12,1554,121,2.0,1.0,4,15.997200766017366
6082,Karapakkam,AdjLand,Yes,Commercial,NoAccess,RL,28,1245,124,1.0,1.0,3,16.271952230399442
6083,Velachery,AdjLand,Yes,Others,Paved,RL,28,1783,104,2.0,1.0,4,16.338456454017564
6084,Chrompet,AbNormal,No,House,Paved,RL,5,909,120,1.0,1.0,3,15.935920443454785
6085,Chrompet,Family,No,Commercial,Paved,RH,27,1214,185,2.0,1.0,4,16.411154815901973
6086,Velachery,AdjLand,Yes,Others,Gravel,A,44,1743,6,2.0,1.0,4,16.09462997287588
6087,Chrompet,Partial,No,Commercial,Gravel,RM,4,1035,126,1.0,1.0,3,16.44530562495312
6088,TNagar,AbNormal,Yes,House,Gravel,RL,16,1848,15,2.0,1.0,5,16.515065308028905
6089,Velachery,AbNormal,Yes,Commercial,Paved,I,31,1880,109,3.0,2.0,5,16.582973478197975
6090,TNagar,Family,Yes,Others,NoAccess,RM,39,1790,175,1.0,1.0,4,16.48946305022221
6091,Chrompet,AbNormal,Yes,Commercial,Gravel,RM,4,862,145,1.0,1.0,3,16.444919563260658
